ID,Time,Sex,Age,Weight,PrExp,Ketamine,Isoflurane,NormalizedTotalKetamineIsoflurane,DexdomitorandAtipamezole,SexKetamine,SexIsoflurane,KetamineDexdomitorAtipamezole,SexKetamineDexdomitorAtipamezole,01_cst_r_frontal,02_opt_r,03_optr_r_inferior,04_opt_l,05_optr_l_superior,06_cc3v,07_ccg_32,08_fornix_r,09_cst_l_frontal,10_cc5v,11_icp_r,12_scp_r,13_cc1d,14_cst_l_parietal,15_cg_r,16_cc3d,17_uf_l_lateral,18_cc_tapetum_inf,19_uf_r_lateral,20_ilf_l,21_ilf_r,22_cc1v,23_ccs,24_scp_l,25_ccg_ant,26_icp_l,27_uf_r_medial,28_cc_tapetum_sup,29_optr_r_superior,30_cg_l,31_uf_l_medial,32_cc4d,33_optr_l_inferior,34_cst_r_parietal,35_fornix_l
18,19,1,566,3.06,4,65,1,7.5,0.495,65,1,65.495,65.495,0.49983,0.33858,0.43897,0.32763,0.44957,0.49283,0.27973,0.370484286,0.49137,0.49228,0.32589,0.40281,0.4255,0.48005,0.35439,0.42274,0.34996,0.2974405,0.37688,0.3892,0.39631,0.46433,0.42745,0.40696,0.3912,0.33675,0.28455,0.272109592,0.47587,0.31851,0.24827,0.32432,0.4259,0.48092,0.362950417
19,4,1,121,1.11,0,0,0,0,0,0,0,0,0,0.46366,0.31741,0.39717,0.30863,0.42024,0.47419,0.30431,0.3426,0.4704,0.43371,0.3262,0.38422,0.44905,0.48922,0.34837,0.40234,0.3848,0.284651333,0.39043,0.37045,0.37595,0.47402,0.49125,0.39017,0.42433,0.33038,0.30402,0.278722245,0.44227,0.32686,0.28078,0.31548,0.39397,0.4671,0.337900833
19,8,1,254,1.75,1,20,1.5,3.5,0,20,1.5,20,20,0.5269,0.37543,0.44236,0.33858,0.47314,0.53833,0.32084,0.353355714,0.5387,0.50435,0.35677,0.4401,0.4922,0.54968,0.3708,0.46244,0.39569,0.303721417,0.38688,0.39138,0.40328,0.50902,0.51152,0.43771,0.43316,0.37997,0.31692,0.271072449,0.51558,0.34459,0.2997,0.37323,0.44249,0.51981,0.3419175
19,12,1,373,2.3,2,35,1.5,5,0.165,35,1.5,35.165,35.165,0.52697,0.36679,0.45643,0.34311,0.48272,0.53067,0.32556,0.364734286,0.52924,0.50206,0.3675,0.42883,0.49878,0.53788,0.37446,0.44889,0.39528,0.316503417,0.3896,0.4147,0.42252,0.51638,0.47647,0.42109,0.44221,0.39025,0.31652,0.283942449,0.50582,0.35313,0.30014,0.36741,0.4566,0.52397,0.357587083
19,16,1,492,2.7,3,50,1.5,6.5,0.33,50,1.5,50.33,50.33,0.49624,0.33337,0.42669,0.32352,0.46425,0.50761,0.30642,0.329705714,0.51156,0.47254,0.34251,0.39547,0.45856,0.51553,0.37919,0.43255,0.37655,0.29044275,0.38014,0.39203,0.39589,0.47307,0.48705,0.40054,0.43133,0.36154,0.30211,0.26188,0.47725,0.35573,0.29571,0.36799,0.44112,0.48748,0.334175417
19,20,1,597,3.24,4,65,1.5,8,0.495,65,1.5,65.495,65.495,0.51869,0.346,0.44267,0.32189,0.46664,0.53592,0.29983,0.338981429,0.52006,0.47627,0.35686,0.41351,0.47306,0.52886,0.40878,0.46174,0.38205,0.2947045,0.38617,0.39549,0.41428,0.4847,0.42211,0.41124,0.42317,0.37387,0.29304,0.264189796,0.49103,0.38274,0.28691,0.3805,0.43973,0.50873,0.321137917
20,2,0,64,0.89,0,0,0,0,0,0,0,0,0,0.41361,0.29437,0.35226,0.29209,0.37391,0.40282,0.27503,0.337805714,0.41358,0.40735,0.3224,0.35873,0.40149,0.41513,0.32568,0.36757,0.32007,0.270627083,0.30984,0.34059,0.33412,0.40617,0.40896,0.37259,0.37198,0.34658,0.23348,0.264241224,0.39834,0.325,0.26005,0.28404,0.34037,0.40387,0.3255325
20,5,0,170,1.34,1,20,1.5,3.5,0,0,0,20,0,0.41972,0.29971,0.35375,0.30293,0.37653,0.38829,0.24717,0.317297143,0.41503,0.40654,0.31374,0.32605,0.35062,0.40239,0.24124,0.34062,0.30463,0.289855333,0.2777,0.32741,0.32831,0.39957,0.48693,0.3351,0.34536,0.31745,0.24668,0.259170612,0.39714,0.23819,0.23404,0.26601,0.34589,0.3896,0.31754
20,8,0,233,1.618,2,60,2.75,8.75,0,0,0,60,0,0.48642,0.33165,0.39715,0.33112,0.44277,0.4427,0.2994,0.342241429,0.48796,0.46238,0.37105,0.44409,0.40932,0.48387,0.32137,0.39886,0.33835,0.2906895,0.34766,0.39635,0.37808,0.44143,0.49488,0.44142,0.38505,0.40347,0.29941,0.255624082,0.45692,0.3324,0.28359,0.3038,0.40409,0.46892,0.33665125
20,11,0,332,2.238,3,75,2.75,10.25,0.165,0,0,75.165,0,0.48079,0.34183,0.42237,0.33383,0.45027,0.44384,0.30464,0.358122857,0.47229,0.45476,0.38937,0.43504,0.41617,0.47052,0.3428,0.40309,0.34333,0.29891975,0.3436,0.39224,0.39287,0.44676,0.50683,0.43627,0.40158,0.40204,0.29248,0.257129592,0.47486,0.3403,0.28455,0.3128,0.41826,0.46279,0.3390325
20,14,0,423,2.35,4,92.5,2.75,12,0.33,0,0,92.83,0,0.48434,0.34597,0.41063,0.33036,0.44723,0.45204,0.30122,0.367528571,0.48041,0.46537,0.36436,0.41576,0.42779,0.47968,0.34719,0.40665,0.34387,0.314624583,0.35264,0.38872,0.37921,0.45472,0.37806,0.41667,0.39447,0.369,0.31076,0.266325102,0.47145,0.35014,0.27959,0.3191,0.4117,0.46534,0.349665833
21,2,1,74,0.801,0,0,0,0,0,0,0,0,0,0.46121,0.29466,0.34508,0.28801,0.37015,0.43784,0.25649,0.340775714,0.46669,0.42583,0.22667,0.3298,0.4204,0.47199,0.30122,0.37815,0.31828,0.240742667,0.34155,0.31791,0.31027,0.40533,0.44794,0.33732,0.36216,0.23094,0.23603,0.269345306,0.39491,0.3042,0.22518,0.29451,0.34044,0.46935,0.341804583
21,5,1,157,1.186,1,20,1.25,3.25,0,20,1.25,20,20,0.51895,0.33145,0.42337,0.30911,0.4432,0.48152,0.28029,0.357395714,0.51124,0.46087,0.29529,0.39686,0.44625,0.51912,0.37947,0.42806,0.36192,0.295297417,0.37586,0.38718,0.38099,0.44505,0.49213,0.4098,0.38141,0.30015,0.26247,0.277251633,0.46636,0.34718,0.26249,0.32766,0.4071,0.51625,0.345703333
21,8,1,255,1.56,2,40,2.75,6.75,0,40,2.75,40,40,0.53551,0.33498,0.44426,0.32494,0.46889,0.51682,0.29723,0.368268571,0.53476,0.49732,0.28995,0.41273,0.46179,0.53463,0.3786,0.45245,0.36837,0.302005417,0.39301,0.38834,0.39616,0.46403,0.48925,0.40874,0.40467,0.31144,0.27286,0.283001429,0.498,0.35742,0.29491,0.36289,0.42959,0.53103,0.371450417
21,11,1,339,1.91,3,57.5,2.75,8.5,0.165,57.5,2.75,57.665,57.665,0.52031,0.33465,0.45433,0.31765,0.4781,0.50221,0.26714,0.349175714,0.51709,0.47617,0.30671,0.4064,0.42726,0.51954,0.34148,0.42374,0.35123,0.286542917,0.3724,0.40584,0.42376,0.43863,0.50674,0.40296,0.37353,0.30973,0.24627,0.266710816,0.49615,0.31595,0.26084,0.33073,0.44656,0.51407,0.32974625
21,14,1,451,1.9,4,72.5,2.75,10,0.33,72.5,2.75,72.83,72.83,0.52891,0.33055,0.43814,0.31098,0.46883,0.51841,0.27019,0.348628571,0.51648,0.49255,0.30404,0.41012,0.45853,0.52514,0.37637,0.44615,0.33696,0.293737833,0.36033,0.39727,0.40062,0.44414,0.36294,0.40804,0.36574,0.30017,0.24449,0.268389592,0.49032,0.35066,0.26383,0.3568,0.43596,0.52445,0.337019167
22,2,0,57,0.736,0,0,0,0,0,0,0,0,0,0.44439,0.30269,0.3578,0.2954,0.36453,0.47711,0.24983,0.359158571,0.4478,0.40793,0.29768,0.33676,0.38057,0.44768,0.29012,0.39804,0.34153,0.269772917,0.33546,0.32795,0.36088,0.39924,0.40334,0.33133,0.36627,0.26478,0.23882,0.311211224,0.39814,0.27573,0.24487,0.32898,0.34203,0.43416,0.353935833
22,5,0,134,1.28,1,20,1.25,3.25,0,0,0,20,0,0.49211,0.34228,0.40467,0.32147,0.42278,0.52024,0.25548,0.365985714,0.49814,0.44498,0.28759,0.35967,0.4183,0.50069,0.33082,0.44308,0.3641,0.287900667,0.3381,0.38886,0.39398,0.42625,0.44367,0.37237,0.3664,0.28852,0.24453,0.304427143,0.43078,0.31469,0.25493,0.35927,0.3958,0.4813,0.3758175
22,8,0,273,2.08,2,40,2.5,6.5,0,0,0,40,0,0.50042,0.3326,0.43482,0.32176,0.44048,0.52088,0.26527,0.359155714,0.51478,0.4572,0.32962,0.39626,0.41426,0.51484,0.32884,0.43702,0.37397,0.281723917,0.35387,0.40958,0.40997,0.4426,0.44118,0.39278,0.38824,0.34119,0.25641,0.287133265,0.46698,0.29875,0.29191,0.37036,0.41445,0.48613,0.363892917
22,11,0,356,2.12,3,55,2.5,8,0.165,0,0,55.165,0,0.52664,0.34947,0.44194,0.32107,0.44606,0.55927,0.26525,0.36897,0.51762,0.46801,0.32749,0.39702,0.43802,0.51819,0.35158,0.48196,0.36518,0.305460333,0.35147,0.41465,0.4217,0.44972,0.45315,0.39495,0.38612,0.33768,0.25241,0.285404286,0.47321,0.33053,0.28433,0.38737,0.42141,0.50952,0.384650417
22,14,0,434,2.62,4,71.5,2.5,9.65,0.33,0,0,71.83,0,0.5085,0.32397,0.42899,0.31574,0.44543,0.55704,0.25439,0.357755714,0.51956,0.46694,0.34378,0.40358,0.41783,0.5224,0.33213,0.46192,0.35864,0.298718833,0.34426,0.41731,0.40649,0.43726,0.39687,0.39493,0.37004,0.3344,0.24669,0.284693673,0.4636,0.31484,0.27456,0.38386,0.41945,0.50136,0.378877083
23,2,1,54,0.716,0,0,0,0,0,0,0,0,0,0.41457,0.29999,0.34262,0.29796,0.36544,0.42086,0.25903,0.334181429,0.41808,0.41689,0.25528,0.31999,0.39649,0.42704,0.31476,0.36702,0.3321,0.284037,0.31853,0.32366,0.33129,0.42206,0.47347,0.32217,0.35595,0.25638,0.2113,0.293794898,0.3925,0.32723,0.22959,0.31575,0.34305,0.40235,0.335252083
23,5,1,153,1.15,1,20,1.25,3.25,0,20,1.25,20,20,0.44393,0.36925,0.44712,0.35917,0.46064,0.49127,0.29803,0.367347143,0.46939,0.46749,0.33107,0.37267,0.46675,0.48633,0.39101,0.42918,0.37709,0.329396583,0.35996,0.41171,0.40935,0.4757,0.47649,0.3844,0.41465,0.32077,0.2772,0.301427959,0.48044,0.39096,0.2538,0.34798,0.44102,0.43595,0.357235833
23,8,1,236,1.64,2,35,2.75,6.25,0,35,2.75,35,35,0.45076,0.34944,0.42527,0.31894,0.4305,0.48097,0.29422,0.352634286,0.45854,0.47227,0.32873,0.39477,0.43933,0.46418,0.35456,0.41272,0.35317,0.302489917,0.3512,0.38615,0.40742,0.45968,0.48231,0.38892,0.39703,0.31937,0.2911,0.279778163,0.47358,0.35893,0.26187,0.34541,0.40179,0.44618,0.342440417
23,11,1,320,1.85,3,52.5,2.75,8,0.165,52.5,2.75,52.665,52.665,0.47782,0.35354,0.42306,0.33539,0.43952,0.49485,0.29551,0.363747143,0.47196,0.46791,0.29936,0.37288,0.44974,0.47704,0.3771,0.42,0.35327,0.307301417,0.35217,0.39401,0.4075,0.46372,0.49609,0.38392,0.4189,0.30939,0.27255,0.28579,0.47925,0.36454,0.26212,0.35124,0.41636,0.45551,0.35393
23,14,1,432,2.24,4,67.5,2.75,9.5,0.33,67.5,2.75,67.83,67.83,0.50701,0.36842,0.44657,0.35351,0.46164,0.52348,0.3104,0.378354286,0.5072,0.48421,0.32249,0.38653,0.47434,0.51476,0.39404,0.44205,0.38096,0.32189175,0.37489,0.40755,0.42443,0.4931,0.40899,0.39124,0.3429,0.32724,0.2936,0.292960816,0.49198,0.38982,0.27535,0.36761,0.44119,0.48323,0.360107083
25,1,0,27,0.68,0,0,0,0,0,0,0,0,0,0.40456,0.29381,0.33506,0.28175,0.35042,0.42543,0.25528,0.34838,0.41526,0.42611,0.2866,0.34177,0.37187,0.42048,0.26536,0.36512,0.29709,0.274835917,0.3106,0.30017,0.31185,0.36874,0.47453,0.34891,0.42499,0.29385,0.25078,0.28102449,0.38197,0.2842,0.2588,0.30757,0.31123,0.41256,0.33374
25,4,0,117,1.1,1,20,1.5,3.5,0,0,0,20,0,0.49615,0.36535,0.41334,0.3419,0.43279,0.52072,0.30639,0.374294286,0.50161,0.49085,0.34078,0.40619,0.44543,0.50275,0.34141,0.43799,0.36652,0.326757083,0.3854,0.38679,0.37648,0.44824,0.4845,0.40974,0.40047,0.35299,0.29337,0.290897959,0.45335,0.32691,0.2639,0.35226,0.40155,0.48976,0.357165
25,7,0,229,1.58,2,40,2.75,6.75,0,0,0,40,0,0.49594,0.33906,0.40727,0.3222,0.43413,0.50869,0.30057,0.355024286,0.50438,0.48927,0.30702,0.41783,0.4314,0.50089,0.3247,0.42449,0.36266,0.30304275,0.36408,0.38103,0.37587,0.43602,0.46886,0.41386,0.40959,0.31339,0.29966,0.265450816,0.45851,0.31181,0.30724,0.34772,0.39739,0.49057,0.347955
25,10,0,320,2.07,3,55,2.75,8.25,0.165,0,0,55.165,0,0.49611,0.34604,0.40907,0.30504,0.40648,0.51281,0.30742,0.354097143,0.49561,0.48044,0.28916,0.39807,0.45117,0.49679,0.32675,0.43742,0.35604,0.302263167,0.36368,0.35396,0.38621,0.44547,0.49903,0.38959,0.42686,0.2839,0.28979,0.266444286,0.45265,0.31635,0.296,0.35763,0.3739,0.497,0.33399125
25,13,0,397,2.3,4,70,2.75,9.75,0.33,0,0,70.33,0,0.5108,0.34131,0.43195,0.33341,0.44316,0.53358,0.31681,0.355201429,0.52264,0.49293,0.32053,0.41823,0.44717,0.51984,0.35051,0.44671,0.3733,0.313255917,0.38017,0.40091,0.38976,0.45776,0.42391,0.41361,0.40359,0.30487,0.3021,0.271519796,0.47792,0.34138,0.31218,0.36545,0.40914,0.51207,0.357207917
26,3,1,87,1.014,0,0,0,0,0,0,0,0,0,0.45228,0.33304,0.40283,0.31594,0.40392,0.46937,0.29179,0.378708571,0.45653,0.45785,0.298,0.36894,0.42947,0.45099,0.31798,0.4017,0.34719,0.306091083,0.39358,0.37029,0.36759,0.45701,0.47573,0.37781,0.42672,0.32075,0.27224,0.306008367,0.43093,0.3126,0.27911,0.33505,0.38086,0.43921,0.363948333
26,7,1,212,1.554,1,20,1.25,3.25,0,20,1.25,20,20,0.50103,0.36524,0.45326,0.34931,0.45419,0.50671,0.31979,0.397312857,0.50815,0.50489,0.31653,0.41158,0.47257,0.50405,0.33293,0.44476,0.38829,0.31662325,0.40243,0.39534,0.40275,0.48825,0.48034,0.41364,0.40051,0.33086,0.32316,0.320953673,0.48034,0.33184,0.32707,0.37625,0.43067,0.48868,0.38512
26,11,1,333,2.18,2,38,1.25,5.05,0.165,38,1.25,38.165,38.165,0.49403,0.35849,0.45447,0.32691,0.45692,0.49958,0.2978,0.38517,0.4821,0.49421,0.32687,0.37232,0.41299,0.46736,0.32344,0.4146,0.35148,0.330487667,0.38999,0.40377,0.41406,0.44985,0.4885,0.37731,0.43816,0.34321,0.32151,0.303400612,0.49005,0.32531,0.29564,0.36277,0.43373,0.46442,0.379830417
26,15,1,450,2.8,3,53,1.25,6.55,0.33,53,1.25,53.33,53.33,0.51378,0.3419,0.45698,0.3313,0.46924,0.50541,0.31532,0.374634286,0.51134,0.50119,0.33011,0.39592,0.46348,0.50248,0.3543,0.43518,0.3807,0.293781,0.41766,0.41204,0.41258,0.48902,0.48368,0.40243,0.41634,0.35512,0.33222,0.295839184,0.48864,0.33708,0.33251,0.37372,0.45824,0.49525,0.35806875
26,19,1,590,3.11,4,68,1.25,8.05,0.495,68,1.25,68.495,68.495,0.50444,0.35417,0.45323,0.33237,0.45931,0.5068,0.29621,0.374982857,0.49749,0.49207,0.32049,0.38071,0.42918,0.48761,0.3314,0.41223,0.36752,0.31954925,0.4045,0.41093,0.41985,0.47183,0.40873,0.38799,0.36764,0.33725,0.32138,0.294020816,0.48609,0.33309,0.31282,0.35188,0.44296,0.49031,0.370788333
27,3,0,97,0.864,0,0,0,0,0,0,0,0,0,0.46532,0.32001,0.36799,0.29966,0.37389,0.43656,0.25663,0.339757143,0.4535,0.43898,0.28509,0.3553,0.39187,0.46346,0.31458,0.38546,0.35209,0.289066917,0.34938,0.3293,0.33707,0.41566,0.45457,0.35204,0.39934,0.29891,0.20941,0.280298571,0.42027,0.29435,0.22684,0.275,0.3331,0.45603,0.326766667
27,7,0,217,1.38,1,20,1.25,3.25,0,0,0,20,0,0.49327,0.35508,0.4047,0.35169,0.43302,0.46863,0.27385,0.344821429,0.50693,0.48515,0.31439,0.39535,0.40757,0.49847,0.32137,0.42331,0.36182,0.304895167,0.38071,0.37852,0.36947,0.4477,0.45054,0.38851,0.39726,0.3442,0.24176,0.272960816,0.47569,0.28327,0.23199,0.29628,0.38304,0.47641,0.339294167
27,11,0,349,1.96,2,53,1.25,6.55,0.18,0,0,53.18,0,0.47556,0.32478,0.41482,0.31899,0.42041,0.46072,0.2767,0.337665714,0.45264,0.45325,0.28681,0.36772,0.41298,0.45589,0.35086,0.40654,0.35628,0.293622,0.36012,0.3831,0.37766,0.44818,0.47464,0.36981,0.38751,0.3319,0.21593,0.281428776,0.45071,0.30826,0.23361,0.29185,0.3859,0.46581,0.334449583
27,15,0,461,2.17,3,73,3,10.3,0.18,0,0,73.18,0,0.50137,0.34933,0.41609,0.32354,0.43203,0.48798,0.26702,0.358248571,0.5009,0.47771,0.34633,0.41378,0.42285,0.49804,0.35659,0.42736,0.35689,0.311246667,0.34983,0.38719,0.38659,0.45006,0.47946,0.41199,0.38261,0.35449,0.21624,0.293527347,0.4655,0.32154,0.21833,0.31476,0.39393,0.49035,0.35456375
27,19,0,580,2.73,4,88,3,11.8,0.345,0,0,88.345,0,0.4992,0.34268,0.42831,0.32693,0.44485,0.48732,0.26175,0.352737143,0.5008,0.47484,0.32421,0.38737,0.40391,0.49481,0.34762,0.40743,0.36488,0.308900167,0.36105,0.40052,0.39135,0.44517,0.36749,0.37835,0.31558,0.33911,0.21585,0.29116551,0.46817,0.32367,0.23311,0.30611,0.41113,0.48828,0.355388333
28,1,0,29,0.71,0,0,0,0,0,0,0,0,0,0.41197,0.28354,0.34014,0.27029,0.3427,0.4254,0.22919,0.359127143,0.40793,0.39191,0.25919,0.32014,0.32902,0.40529,0.28286,0.35124,0.28374,0.280349583,0.28133,0.30947,0.31613,0.35212,0.4168,0.33363,0.34928,0.26563,0.22942,0.304182449,0.36368,0.26794,0.23229,0.30084,0.32217,0.39449,0.3446325
28,4,0,127,1.235,1,20,1.5,3.5,0,0,0,20,0,0.5069,0.33863,0.41401,0.33355,0.42805,0.51172,0.24766,0.365002857,0.50822,0.44279,0.29625,0.36872,0.38032,0.50475,0.34512,0.42295,0.3114,0.308202083,0.34137,0.3843,0.36072,0.40608,0.43553,0.37882,0.37086,0.31157,0.26412,0.312898571,0.44418,0.31985,0.26525,0.34372,0.40811,0.48089,0.368615
28,7,0,218,1.6,2,38,3,6.8,0,0,0,38,0,0.50892,0.34279,0.41529,0.33725,0.42168,0.53393,0.27782,0.374182857,0.51449,0.46053,0.31035,0.3971,0.39797,0.50679,0.35121,0.44946,0.35552,0.317048083,0.35707,0.38393,0.36636,0.43123,0.44326,0.40193,0.36455,0.32868,0.27772,0.310893673,0.45782,0.34045,0.29065,0.36478,0.39371,0.49076,0.385762083
28,10,0,309,2.115,3,53,3,8.3,0.165,0,0,53.165,0,0.50764,0.34717,0.40541,0.32246,0.41288,0.52952,0.27448,0.365945714,0.50756,0.46566,0.29773,0.40019,0.40315,0.50508,0.33361,0.44486,0.34268,0.311986833,0.3525,0.36137,0.36407,0.43782,0.47215,0.40557,0.38687,0.30838,0.27318,0.299589796,0.44791,0.32442,0.28724,0.36533,0.38483,0.49613,0.370610833
28,13,0,400,2.738,4,68,3,9.8,0.33,0,0,68.33,0,0.4909,0.34027,0.42515,0.31986,0.43717,0.52853,0.2917,0.372897143,0.50496,0.46975,0.32219,0.39506,0.40481,0.49777,0.34881,0.43687,0.34926,0.312096583,0.36521,0.38735,0.3813,0.42922,0.41775,0.40978,0.39411,0.32736,0.29903,0.302652041,0.47054,0.33631,0.30501,0.3824,0.41476,0.47864,0.37561875
29,4,0,122,0.996,0,0,0,0,0,0,0,0,0,0.46661,0.34416,0.40305,0.33058,0.41159,0.4517,0.2921,0.345592857,0.46124,0.43896,0.29817,0.38679,0.42935,0.45729,0.33816,0.39845,0.35778,0.289987167,0.33979,0.34921,0.35313,0.43944,0.44672,0.38399,0.35717,0.29403,0.31501,0.281996735,0.45288,0.32585,0.28495,0.32595,0.38362,0.46263,0.347865833
29,8,0,254,1.74,1,20,1.5,3.5,0,0,0,20,0,0.46493,0.33795,0.41037,0.32592,0.42438,0.46654,0.27481,0.342162857,0.4755,0.4529,0.33243,0.4078,0.40797,0.47135,0.34374,0.40312,0.32843,0.286309417,0.31883,0.37587,0.36315,0.41149,0.46088,0.4088,0.35645,0.34174,0.28868,0.270282653,0.4614,0.3238,0.27103,0.33187,0.38615,0.45322,0.343467917
29,12,0,359,2,2,35,1.5,5,0.165,0,0,35.165,0,0.48348,0.34548,0.41365,0.32202,0.43413,0.47557,0.27095,0.345274286,0.47852,0.4486,0.31033,0.39354,0.40197,0.46815,0.3472,0.4045,0.31955,0.28850025,0.31905,0.37475,0.363,0.4101,0.4812,0.39554,0.36145,0.32707,0.28226,0.262718367,0.46548,0.33155,0.27382,0.33846,0.40359,0.46716,0.340237083
29,16,0,478,2.42,3,50,1.5,6.5,0.33,0,0,50.33,0,0.494,0.33542,0.41868,0.29841,0.44513,0.49101,0.26162,0.332967143,0.49237,0.46158,0.33695,0.41703,0.41503,0.49181,0.35904,0.42316,0.32939,0.290674833,0.32616,0.3749,0.37574,0.42342,0.485,0.42395,0.36693,0.33642,0.29518,0.258642245,0.47943,0.34918,0.27242,0.34805,0.4104,0.4877,0.33087625
29,20,0,611,3,4,65,1.5,8,0.495,0,0,65.495,0,0.46833,0.31632,0.41788,0.31351,0.44991,0.49333,0.27377,0.339164286,0.49234,0.46998,0.32484,0.40435,0.40338,0.48673,0.36392,0.41878,0.34076,0.2936635,0.32407,0.38488,0.37947,0.41672,0.39613,0.41008,0.34835,0.3331,0.29181,0.267883673,0.47915,0.34723,0.28672,0.35954,0.4136,0.45752,0.34978125
30,4,1,116,1.098,0,0,0,0,0,0,0,0,0,0.47089,0.30725,0.40557,0.32768,0.40717,0.44092,0.25932,0.30728,0.462,0.42317,0.30081,0.39244,0.37287,0.46859,0.30128,0.37194,0.33233,0.248760333,0.32502,0.35837,0.37072,0.41032,0.41938,0.39673,0.31672,0.31485,0.2786,0.274570816,0.4392,0.28023,0.24823,0.29311,0.37699,0.46461,0.318570417
30,8,1,250,1.66,1,20,1.5,3.5,0,20,1.5,20,20,0.49303,0.31229,0.45616,0.30788,0.44101,0.45303,0.22454,0.286418571,0.46917,0.41713,0.32183,0.40497,0.31224,0.46652,0.28222,0.3505,0.32824,0.237322833,0.31246,0.41892,0.405,0.38445,0.46164,0.39921,0.36335,0.32358,0.23339,0.235319796,0.47488,0.25865,0.24162,0.27751,0.4061,0.47795,0.282560833
30,12,1,376,2.31,2,35,1.5,5,0.165,35,1.5,35.165,35.165,0.49445,0.32255,0.45438,0.32623,0.46451,0.48678,0.2742,0.338315714,0.48808,0.45342,0.3278,0.40547,0.37648,0.4854,0.34785,0.39685,0.34503,0.257073667,0.35287,0.39535,0.41655,0.4226,0.45335,0.40459,0.32966,0.33718,0.26745,0.269400408,0.49401,0.31149,0.25737,0.32597,0.43145,0.47859,0.315436667
30,16,1,488,2.79,3,50,1.5,6.5,0.33,50,1.5,50.33,50.33,0.48913,0.3231,0.45791,0.29727,0.45611,0.46895,0.24631,0.319197143,0.48529,0.44021,0.29632,0.37642,0.33157,0.47492,0.30312,0.36521,0.32057,0.254307667,0.32181,0.40354,0.41242,0.41106,0.4847,0.38796,0.37907,0.32186,0.2478,0.264917551,0.47677,0.27714,0.2313,0.30497,0.42161,0.4704,0.310745
30,20,1,600,3.18,4,65,1.5,8,0.495,65,1.5,65.495,65.495,0.51279,0.35686,0.48214,0.33081,0.4852,0.50386,0.2821,0.344272857,0.51625,0.46451,0.34297,0.41455,0.37735,0.50601,0.37187,0.40937,0.35066,0.27782125,0.36791,0.41894,0.43617,0.42278,0.41924,0.41036,0.36907,0.36412,0.28068,0.28197898,0.51335,0.34108,0.28681,0.34625,0.45138,0.49471,0.33726625
31,1,0,32,0.614,0,0,0,0,0,0,0,0,0,0.4114,0.29012,0.36613,0.28845,0.39938,0.44148,0.26106,0.359814286,0.42115,0.42649,0.26144,0.34316,0.39475,0.42773,0.31974,0.36339,0.33126,0.299117167,0.32425,0.35671,0.34598,0.42336,0.46161,0.35288,0.39463,0.28601,0.23334,0.310931429,0.39953,0.31993,0.22652,0.31066,0.374,0.40736,0.368079583
31,4,0,122,0.98,1,20,1,3,0,0,0,20,0,0.48619,0.33613,0.42759,0.33117,0.45062,0.49917,0.27097,0.37902,0.49905,0.47546,0.27388,0.37336,0.44835,0.50439,0.36067,0.41942,0.35637,0.334418083,0.349,0.39796,0.39682,0.47197,0.47478,0.39125,0.41776,0.30312,0.27975,0.316936122,0.46026,0.34623,0.28238,0.3461,0.42867,0.48058,0.383002917
31,7,0,222,1.63,2,34,2.5,5.9,0,0,0,34,0,0.48582,0.35654,0.45059,0.34017,0.46143,0.5111,0.29829,0.385632857,0.49591,0.48184,0.30959,0.3897,0.44822,0.49529,0.38817,0.43379,0.36566,0.31900125,0.35781,0.39805,0.41525,0.46084,0.48029,0.39497,0.40284,0.32068,0.29136,0.300526939,0.48729,0.3645,0.28878,0.35474,0.42956,0.46899,0.37244875
31,10,0,297,2.08,3,49,2.5,7.4,0.165,0,0,49.165,0,0.50034,0.34558,0.44097,0.34054,0.46209,0.51216,0.27835,0.385177143,0.49853,0.48326,0.28051,0.39746,0.45842,0.50199,0.37918,0.43002,0.36458,0.324744917,0.34823,0.40141,0.41076,0.48067,0.50118,0.4104,0.41119,0.30087,0.26882,0.294287347,0.47167,0.34981,0.2817,0.34721,0.44097,0.48519,0.386999583
31,13,0,402,2.56,4,64,2.5,8.9,0.33,0,0,64.33,0,0.51165,0.35327,0.48379,0.33631,0.4866,0.52246,0.28385,0.393822857,0.51011,0.49038,0.32485,0.3997,0.4431,0.50783,0.39475,0.43535,0.37233,0.336629167,0.37115,0.42606,0.44524,0.47599,0.33431,0.40421,0.28154,0.3159,0.28141,0.303301429,0.49873,0.36918,0.30711,0.36448,0.46908,0.49287,0.389382917
32,0.5,1,17,0.538,0,0,0,0,0,0,0,0,0,0.31919,0.23897,0.28639,0.22962,0.32348,0.35336,0.2122,0.296037143,0.31294,0.34137,0.2561,0.25641,0.29052,0.30597,0.24275,0.28364,0.23817,0.231576167,0.23563,0.28878,0.27725,0.30265,0.40658,0.25636,0.37918,0.24777,0.18688,0.26881551,0.32857,0.23961,0.19554,0.24784,0.28788,0.30192,0.290482083
32,3,1,102,0.96,1,19,1.5,3.4,0,19,1.5,19,19,0.43789,0.31399,0.36416,0.2988,0.38845,0.44285,0.27244,0.349377143,0.43037,0.42592,0.31674,0.35765,0.39528,0.43354,0.34557,0.37079,0.32661,0.284390667,0.32747,0.32996,0.34829,0.39962,0.45196,0.35108,0.39012,0.29881,0.22097,0.274660408,0.43341,0.33808,0.27482,0.31444,0.35445,0.42292,0.33556
