ID,Time,Sex,Age,Weight,PrExp,Ketamine,Isoflurane,NormalizedTotalKetamineIsoflurane,DexdomitorandAtipamezole,SexKetamine,SexIsoflurane,KetamineDexdomitorAtipamezole,SexKetamineDexdomitorAtipamezole,01_cst_r_frontal,02_opt_r,03_optr_r_inferior,04_opt_l,05_optr_l_superior,06_cc3v,07_ccg_32,08_fornix_r,09_cst_l_frontal,10_cc5v,11_icp_r,12_scp_r,13_cc1d,14_cst_l_parietal,15_cg_r,16_cc3d,17_uf_l_lateral,18_cc_tapetum_inf,19_uf_r_lateral,20_ilf_l,21_ilf_r,22_cc1v,23_ccs,24_scp_l,25_ccg_ant,26_icp_l,27_uf_r_medial,28_cc_tapetum_sup,29_optr_r_superior,30_cg_l,31_uf_l_medial,32_cc4d,33_optr_l_inferior,34_cst_r_parietal,35_fornix_l
32,6,1,198,1.54,2,39,3,6.9,0,39,3,39,39,0.47546,0.34181,0.40824,0.32414,0.44385,0.48281,0.27249,0.35044,0.47654,0.46074,0.35825,0.40294,0.41848,0.47424,0.35399,0.40509,0.34839,0.306868417,0.34016,0.37932,0.37919,0.43369,0.47176,0.4089,0.40835,0.3509,0.23482,0.271863061,0.47088,0.34967,0.25765,0.34038,0.40563,0.46065,0.349435833
32,9,1,289,2.03,3,54,3,8.4,0.165,54,3,54.165,54.165,0.49025,0.35888,0.42813,0.33403,0.44953,0.50692,0.30512,0.368255714,0.49165,0.48099,0.38846,0.41595,0.43306,0.48921,0.35766,0.41743,0.35596,0.314808083,0.36442,0.3954,0.4049,0.44193,0.47522,0.41304,0.38458,0.3643,0.28399,0.278655306,0.49239,0.37213,0.29156,0.35514,0.4032,0.48504,0.37766125
32,12,1,373,2.34,4,69,3,9.9,0.33,69,3,69.33,69.33,0.50129,0.34568,0.4308,0.32637,0.45672,0.49749,0.28064,0.347431429,0.49668,0.47456,0.3528,0.40155,0.4067,0.49521,0.33677,0.39552,0.35541,0.309175667,0.36856,0.40285,0.40924,0.43643,0.38711,0.40355,0.31265,0.35586,0.25839,0.268730816,0.48643,0.33524,0.27253,0.33678,0.42021,0.48689,0.34912
33,1,1,28,0.7,0,0,0,0,0,0,0,0,0,0.40706,0.283,0.32436,0.28074,0.38445,0.40161,0.23983,0.343215714,0.40357,0.40134,0.26897,0.33265,0.32832,0.39959,0.28696,0.35995,0.27446,0.284609167,0.28183,0.3482,0.31711,0.34848,0.45613,0.34282,0.34556,0.27116,0.22071,0.30928449,0.39485,0.28202,0.21341,0.29466,0.35196,0.38671,0.3373825
33,7,1,204,1.5,1,15,1.5,3,0,15,1.5,15,15,0.46434,0.3149,0.39324,0.30097,0.43979,0.47663,0.26106,0.33702,0.47636,0.45677,0.33987,0.41108,0.38577,0.46852,0.32976,0.42973,0.32649,0.292506917,0.31524,0.37687,0.37764,0.40015,0.45964,0.41584,0.3007,0.32767,0.24397,0.269271837,0.46671,0.32835,0.25912,0.34205,0.39633,0.44403,0.334474583
33,10,1,295,2.098,2,30,1.5,4.5,0.165,30,1.5,30.165,30.165,0.48236,0.32724,0.40545,0.31525,0.44006,0.47178,0.23392,0.35371,0.48906,0.45735,0.30623,0.38277,0.34405,0.47532,0.32229,0.41821,0.2988,0.303396917,0.28528,0.38366,0.38767,0.37211,0.50519,0.38153,0.3556,0.29925,0.23887,0.28206,0.46635,0.31523,0.25115,0.33959,0.40758,0.45313,0.34338375
33,13,1,393,2.48,3,45,1.5,6,0.33,45,1.5,45.33,45.33,0.50458,0.34139,0.43961,0.32501,0.47567,0.49379,0.26799,0.372037143,0.50564,0.48003,0.36341,0.43699,0.37904,0.48966,0.3461,0.44025,0.34785,0.325786583,0.33039,0.41616,0.43131,0.40627,0.37598,0.42707,0.32813,0.34872,0.26178,0.296609388,0.50297,0.34409,0.28393,0.36681,0.44088,0.47842,0.36602875
34,0.5,0,16,0.535,0,0,0,0,0,0,0,0,0,0.39219,0.27705,0.35037,0.27156,0.36148,0.40189,0.24135,0.339424286,0.39386,0.39992,0.27917,0.32154,0.35138,0.39424,0.28147,0.33862,0.28347,0.270477667,0.28504,0.3217,0.32249,0.37817,0.41291,0.32313,0.37452,0.26896,0.21687,0.284318367,0.37198,0.27793,0.20534,0.27432,0.341,0.3871,0.33228
34,3,0,98,0.838,1,19,1.25,3.15,0,0,0,19,0,0.44646,0.31189,0.39485,0.29902,0.40922,0.43819,0.27261,0.337618571,0.46221,0.43568,0.2957,0.3433,0.39767,0.45023,0.34066,0.3819,0.31416,0.284370833,0.32826,0.36628,0.36743,0.41354,0.61753,0.3377,0.48221,0.31195,0.25805,0.267679388,0.4277,0.33002,0.24965,0.29099,0.38187,0.43426,0.327018333
34,9,0,294,1.88,3,54,2.5,7.9,0.165,0,0,54.165,0,0.49416,0.33319,0.43218,0.33275,0.45151,0.48647,0.27623,0.337687143,0.49789,0.47878,0.30816,0.38655,0.39692,0.48639,0.32906,0.40179,0.32829,0.302203583,0.32975,0.41361,0.38639,0.44628,0.49069,0.3864,0.377,0.33573,0.2607,0.265038163,0.45886,0.31647,0.25762,0.31643,0.42904,0.48953,0.340217083
34,12,0,371,2.02,4,69,2.5,9.4,0.33,0,0,69.33,0,0.49806,0.347,0.44784,0.3304,0.46496,0.50602,0.27968,0.365038571,0.50272,0.48903,0.33016,0.3819,0.40165,0.49489,0.36049,0.41933,0.32651,0.309284583,0.33099,0.40849,0.40852,0.44579,0.32711,0.37547,0.31548,0.32897,0.26441,0.261322245,0.48023,0.35394,0.26412,0.33133,0.44525,0.49101,0.351838333
35,0.5,0,13,0.69,0,0,0,0,0,0,0,0,0,0.3594,0.28266,0.30058,0.26659,0.30751,0.37381,0.23357,0.316005714,0.36012,0.37281,0.24505,0.28265,0.33798,0.36889,0.24619,0.31902,0.30473,0.257904,0.28393,0.27114,0.28166,0.36432,0.39775,0.29488,0.37624,0.2453,0.23731,0.247603061,0.345,0.25014,0.23643,0.26169,0.282,0.36747,0.308627083
35,3,0,93,1.126,1,20,1.5,3.5,0,0,0,20,0,0.45648,0.33209,0.37889,0.32061,0.39566,0.45536,0.2795,0.346528571,0.45308,0.44589,0.32733,0.37557,0.41501,0.4614,0.32513,0.39748,0.34444,0.29092225,0.35944,0.37253,0.34004,0.42873,0.42556,0.38254,0.37805,0.32573,0.27075,0.269008163,0.42562,0.33965,0.26961,0.31659,0.37145,0.46,0.346009583
35,6,0,204,1.66,2,40,3,7,0,0,0,40,0,0.48227,0.35288,0.40483,0.33898,0.42151,0.47229,0.28198,0.336732857,0.49353,0.46482,0.35064,0.40287,0.43172,0.49988,0.32158,0.4172,0.35438,0.286256083,0.36168,0.38865,0.36939,0.45196,0.44293,0.40302,0.38383,0.34102,0.27405,0.25346449,0.45499,0.32945,0.2688,0.31889,0.4007,0.48481,0.325468333
35,9,0,281,2.028,3,55,3,8.5,0.165,0,0,55.165,0,0.51852,0.36524,0.43916,0.35546,0.43902,0.49932,0.29228,0.362631429,0.51255,0.47494,0.35626,0.42266,0.44429,0.5234,0.36085,0.43398,0.37784,0.3051965,0.36444,0.41079,0.39988,0.46708,0.44523,0.41754,0.37057,0.36558,0.28468,0.268139796,0.47276,0.36462,0.28267,0.33584,0.41516,0.51678,0.346824167
35,12,0,349,2.487,4,70,3,10,0.33,0,0,70.33,0,0.51098,0.35431,0.42734,0.33654,0.42931,0.49393,0.27534,0.349985714,0.49959,0.48013,0.34235,0.40861,0.4246,0.50782,0.34956,0.42287,0.36331,0.302192583,0.35545,0.39191,0.39758,0.44968,0.33893,0.39648,0.29865,0.32452,0.27975,0.257311633,0.46665,0.35371,0.2586,0.33989,0.40587,0.50837,0.333374583
36,0.5,0,18,0.64,0,0,0,0,0,0,0,0,0,0.37077,0.26633,0.32353,0.25733,0.32482,0.37838,0.2205,0.287494286,0.3702,0.35354,0.27294,0.29558,0.32443,0.37063,0.26755,0.32396,0.26145,0.21771175,0.25292,0.29955,0.3299,0.33956,0.42562,0.29137,0.4044,0.26403,0.20951,0.260645306,0.35135,0.2586,0.21156,0.25674,0.30756,0.35788,0.283881667
36,3,0,96,1.004,1,20,1.5,3.5,0,0,0,20,0,0.48216,0.31888,0.40679,0.32977,0.43539,0.48264,0.30092,0.3285,0.47368,0.43538,0.32184,0.36983,0.42137,0.46672,0.34021,0.4129,0.35998,0.245682083,0.35499,0.41266,0.40026,0.43785,0.46446,0.37976,0.40761,0.33638,0.29624,0.284218571,0.45171,0.3491,0.28729,0.32564,0.41822,0.47344,0.31194
36,6,0,201,1.5,2,35,3,6.5,0,0,0,35,0,0.51854,0.33852,0.43026,0.32167,0.45579,0.5056,0.29703,0.328771429,0.50766,0.46155,0.35053,0.41795,0.45434,0.50132,0.34124,0.43389,0.35354,0.260997083,0.35666,0.42306,0.42967,0.47575,0.46506,0.4197,0.38826,0.34735,0.33917,0.273387959,0.4772,0.3477,0.31092,0.34045,0.43037,0.50109,0.31490875
36,9,0,278,2.016,3,50,3,8,0.165,0,0,50.165,0,0.52335,0.32843,0.4615,0.34365,0.47508,0.50456,0.29294,0.320741429,0.51092,0.45722,0.3469,0.41312,0.42658,0.50396,0.35589,0.42831,0.36319,0.2620025,0.34689,0.44659,0.45454,0.44973,0.48716,0.39763,,0.36332,0.2865,0.28254449,0.49553,0.34863,0.28934,0.34414,0.45384,0.50153,0.323535833
36,12,0,346,2.55,4,65,3,9.5,0.33,0,0,65.33,0,0.52069,0.33147,0.46126,0.3349,0.48596,0.52417,0.28864,0.348004286,0.51251,0.47529,0.34981,0.40622,0.43489,0.50187,0.37603,0.44446,0.36057,0.278370417,0.34046,0.43782,0.4563,0.45047,,0.40554,,0.35038,0.29235,0.284501837,0.50258,0.36718,0.28577,0.37094,0.4648,0.49337,0.329415833
